Pseudo Rapidity of 0n0n:	Pseudo Rapidity of 0nXn:	Pseudo Rapidity of XnXn:
3.61229	7.6224	-7.50934
3.47916	7.39796	6.30837
3.78885	6.97935	6.82042
-3.65972	-7.69142	-6.86751
4.64202	7.23302	-6.94598
-2.95865	-7.62988	-6.45479
3.16186	-7.27111	6.0506
2.39983	-7.88029	6.37023
-2.06187	-7.78067	7.30071
-2.51297	8.30887	-5.9568
-3.13795	-8.34474	6.99933
-4.53916	7.31645	7.06962
4.62149	7.63955	7.15621
3.33234	-7.06096	7.72107
-3.44774	-7.62347	-7.03606
3.57045	7.32987	6.82672
4.2094	-8.13395	6.47006
-3.65575	-6.95237	7.77051
3.57783	7.29643	8.0103
3.83214	-7.70068	-7.97153
4.16818	7.77081	-6.28181
1.70418	7.34226	-6.19205
2.97552	-8.2173	6.40334
-2.76074	8.49645	-6.93547
-3.56992	-8.15914	5.52716
-4.35678	7.71214	-6.81228
-2.44395	7.74794	6.53289
2.42477	7.66307	6.80065
-2.98923	-7.6055	-7.73433
3.1841	-7.4678	-6.87416
-1.49568	-7.13971	-8.04451
-3.17413	-7.48228	6.82075
-2.56144	7.29239	-7.26854
-4.12872	-7.30584	6.54067
4.3483	7.81437	6.36307
4.18199	7.50017	-8.56184
-3.69328	7.38162	-6.26986
-4.64262	-8.12843	5.52689
-3.18719	7.62162	-6.27372
-3.14533	7.57846	7.38963
3.61661	7.6751	-6.23247
-3.99193	7.88801	5.60738
-2.75669	-7.51603	5.41428
4.59456	7.79662	-7.84733
-3.69821	-7.23479	-7.54008
-4.17766	-7.26037	4.98331
-4.17692	8.06221	-5.932
4.34027	7.7592	-7.29967
5.15339	-7.8253	5.74755
4.17008	7.56914	6.28795
-4.02946	7.50532	-4.71633
4.24006	-7.69675	-5.25441
-3.99215	7.94115	-4.9792
-2.91632	7.56953	-3.77219
-5.21801	-7.28548	4.12994
2.90677	7.21064	6.91261
2.75307	7.13957	6.37461
-4.73486	8.17637	6.10692
-5.36782	-6.62058	-5.32701
4.24581	-7.13052	5.18804
6.50302	-7.30386	-5.90419
-6.49305	7.40516	5.93889
-4.51688	6.87177	6.76355
-4.89978	-6.92359	3.55974
-6.7017	6.94119	-1.80883
4.85724	5.98028	6.41711
0.643379	-5.77231	6.2061
-0.433333	-7.12975	6.7682
4.40927	-7.09205	4.25731
5.83971	-7.1149	-10.7674
7.50685	-6.38003	-10.0492
-4.00045	6.71614	-6.55284
-5.81661	6.02392	-4.99824
-4.58817	7.118	-5.49621
-3.78162	5.5605	6.36242
3.81962	7.07735	-6.62361
-4.78193	6.2328	-5.41113
5.0831	-6.70365	-5.08121
3.66493	7.59889	6.75587
3.4059	7.47059	7.07907
-5.93097	6.49969	-7.43787
-3.22344	6.20331	-7.87454
3.31258	-6.33227	-7.33919
-4.86257	7.14184	-7.00243
-4.64535	5.96165	-7.82764
3.83592	5.90184	6.46977
4.82738	5.86161	6.33527
-5.98297	6.04212	-7.0291
5.7858	-7.22543	6.10128
-7.73642	5.98433	7.23022
-3.88957	6.68674	-5.84395
6.06856	6.09524	-7.67078
-5.19085	4.31116	-7.8261
-2.41624	-7.64223	-7.40268
-2.89019	-6.84559	-7.86249
-6.49256	-5.30694	7.66121
-4.4951	6.15519	-6.91898
-4.47507	6.3793	-6.53941
-4.61934	7.16878	7.63477
5.22089	-6.90166	6.39006
-4.90619	5.31474	7.25449
4.32822	-3.70002	-7.10675
-5.2235	6.33306	7.31364
-3.44979	-5.46895	7.03883
4.58064	-6.79513	7.55833
-5.21804	-5.93721	-6.97663
4.22311	5.48228	-7.99642
-5.75756	5.93721	-7.66954
-6.30558	-5.65973	-7.58795
-7.86482	-5.49188	7.43059
4.71927	5.68793	-7.1589
6.4208	-5.64775	-7.30147
-5.6399	5.69807	-6.75231
5.89993	-5.58131	7.21762
-6.51597	-5.52306	-6.6963
6.97014	6.04207	7.99124
6.26081	6.20991	-7.41444
5.61724	-7.19779	-7.79648
5.08635	-5.11387	-6.65552
5.10331	-2.67353	6.88025
-6.12896	-4.60136	-6.81141
-6.53665	-3.97839	-6.79107
-4.12315	0.880063	-7.35876
5.73847	-1.13881	6.89783
5.97697	6.7013	6.69425
6.95185	-4.28261	6.90242
-4.75123	-5.57769	7.31298
-8.17192	-5.46285	-8.16093
5.29387	-5.69608	7.03701
4.75029	6.48421	7.21212
6.24486	6.63567	-7.12655
5.76103	-6.84382	-7.12184
7.32336	6.88912	-7.28138
-6.75334	5.31642	7.26044
7.60179	-7.42193	6.28126
-5.82499	-5.59642	-6.6587
-7.05864	-6.67596	7.34044
-7.42944	7.15587	-7.90755
7.69442	-5.91981	-8.06717
-6.8988	5.88061	7.62757
7.06122	5.23092	-7.60075
-6.73853	-6.5355	5.79953
-7.88783	-6.57471	6.19998
6.8575	5.43348	-6.56477
8.10622	5.5513	7.4842
-7.42689	2.5221	5.809
6.98453	3.73688	-6.42587
-7.44089	-4.98421	-6.86567
-6.96191	-5.31356	6.2315
7.01645	7.62204	5.47358
-6.3849	5.6602	6.19029
6.12603	7.02126	-7.40436
7.48383	6.35628	5.739
-7.12189	-6.64666	6.89646
6.22268	4.50476	7.44055
6.59492	5.12885	-7.16338
-6.91218	4.76932	6.89536
4.23692	-8.39356	7.69546
-4.40748	5.49779	6.06203
-6.48964	5.74488	7.69785
-5.19939	4.44224	-7.67995
5.93916	5.41379	6.78928
6.32858	6.11364	-4.60802
-6.55512	7.16395	7.12931
7.06753	4.3446	-6.15768
6.28984	4.1108	6.683
6.7311	5.51192	5.40532
6.74116	6.44648	-4.83521
7.08604	-6.82583	4.92016
6.21144	-4.74458	4.92714
6.24077	5.40629	4.62984
-5.86058	-5.15296	-5.25033
-6.9377	4.73383	-4.57847
6.77057	5.81755	-5.01571
-6.18317	6.88765	-2.80744
7.26685	6.3434	6.80279
-6.16634	-5.74065	7.80344
-6.39986	-5.68484	-6.99261
7.10226	5.2606	6.2881
6.59047	7.12195	-6.0517
6.49079	-5.47165	-6.76862
7.34623	-6.20252	-6.72854
6.99871	-5.24778	-7.31973
-6.697	-6.66394	-6.44882
-6.10207	-5.79612	-5.99415
6.06414	-8.22987	5.78573
5.87719	-8.36176	5.81996
-6.73777	6.05666	7.63501
-6.0727	-5.2588	6.52779
-6.9307	6.83936	6.60769
-6.46865	-6.31137	4.86089
6.70842	6.26354	7.08604
-7.0665	5.55034	-7.22111
7.08063	-7.20796	7.64411
-6.94837	8.05526	7.80885
4.98027	6.63367	-6.27096
-4.70848	-6.42919	-4.81788
-6.32713	-5.74075	6.49642
7.58466	-6.57925	6.46961
6.88892	7.60407	-5.40305
-5.19689	-6.35175	-6.09028
5.5541	-7.19291	6.87934
-5.56506	-7.162	-6.77332
-5.82514	7.25427	-5.88679
-6.54298	6.71744	-6.47751
4.7426	-6.83064	-6.97639
3.50729	-6.83736	-7.09103
-2.98587	7.06686	-5.49618
6.18381	-7.32464	-6.64967
-6.09499	-7.4467	7.12081
6.30654	-6.55869	-5.97978
-6.59011	7.2408	-6.90508
7.3013	-7.19817	-6.95091
5.80368	7.12833	6.96658
5.22399	7.19083	-6.82353
-4.15132	7.1404	6.95107
4.53294	7.5455	7.17631
5.09005	-8.42836	6.97555
5.36777	6.67362	-7.20485
7.41708	-6.85519	6.56074
4.94944	-6.12735	6.10587
-4.6719	6.10407	5.8163
3.90998	-5.71763	-6.7035
-4.67185	6.04206	6.5817
5.76243	7.96352	-6.5644
-6.06338	6.13817	7.32471
-3.81917	-5.89699	7.12123
3.29905	-6.4966	7.2222
-3.55263	7.20219	-7.54338
-5.54511	-7.81242	-7.0587
5.02516	7.45704	-7.20767
5.62856	7.50195	-7.33571
7.21449	-6.61576	8.28924
-6.94895	6.92896	7.03202
2.84827	-6.47699	7.20355
-1.18	6.5519	-8.10732
-1.41605	5.62028	7.10397
4.15511	6.11314	7.53608
-4.03794	5.97472	-8.31483
7.37842	-7.62119	7.48183
4.62383	-6.09673	-7.80366
-5.48026	-6.46005	-7.15377
3.12204	-6.97374	-7.53599
2.44934	-5.43719	-7.04421
4.96988	5.88341	7.06557
-5.09541	-5.99016	-6.85285
-1.64758	5.34669	6.81069
-6.36605	4.73259	-7.93067
4.51613	-3.15052	-7.31366
-7.25177	-7.45086	-6.59962
6.66203	6.58539	-6.73207
4.24405	4.68153	7.38523
-4.01247	7.98999	-6.62642
-2.40115	6.34352	-6.5991
-2.52096	8.20231	6.81166
5.6309	-7.31618	-6.89956
5.68665	-7.11775	-6.74704
-5.65711	-6.81606	-6.18228
4.32001	5.88635	-6.04576
4.12403	7.19208	-6.06856
-4.59014	5.09791	-6.42139
4.41527	-5.30848	-6.14034
4.3781	-6.20032	-5.73253
6.01323	6.90425	6.78348
3.57485	-7.50784	-5.21048
-3.42977	-5.24084	-4.79533
5.09072	-7.12798	3.95689
4.22666	6.30904	-4.87559
4.78851	6.36483	6.47572
7.96835	-6.89941	7.92504
-7.30692	5.96445	-8.02119
-3.41317	6.8822	-6.64812
-3.21221	6.56787	6.93738
-5.82553	7.46541	-5.25283
-4.35144	-7.42643	-6.24468
-6.50204	-7.12649	7.47162
5.34148	6.11056	-6.48664
-4.5657	6.51472	-7.01046
4.69132	6.02231	7.20008
-4.08484	-6.36635	-7.78614
4.36489	-6.72013	-6.96035
-4.93237	7.63655	-7.25982
-4.16324	-7.41563	-7.21507
-4.45533	-6.89984	6.7862
-3.90948	7.04182	-6.63442
-4.46023	6.50217	7.3058
-4.28048	6.82072	-7.54554
-5.28857	7.91617	-7.8522
-3.9981	6.42242	7.30541
3.39515	-6.53495	6.46462
3.42192	6.51481	-5.94643
4.87497	7.66867	-7.8419
-5.07652	-6.50892	-7.33521
4.79924	6.031	7.94733
-3.85555	-5.9115	7.73618
4.58777	5.06742	7.28492
-2.58975	-4.93792	-7.27996
2.97899	6.03555	7.75187
-3.22613	-5.33852	7.78462
-3.62597	-4.96911	7.2721
3.53147	-1.92225	-7.56838
2.37772	3.78408	7.85256
-3.93652	-3.19265	-8.43055
-3.12199	-5.00546	-6.61297
3.8271	-8.6763	-6.95101
3.02328	5.16788	6.28139
3.48663	-5.74355	-5.54963
-4.18881	-5.97107	4.07825
-4.15497	4.2746	6.42617
-4.65723	-5.04096	5.83132
2.33829	3.80693	-7.08757
-5.29923	-3.86894	6.11849
3.84837	5.30839	-6.08228
-2.52631	5.45984	6.2797
-3.01828	5.47697	6.22637
-3.59626	-5.4483	4.16998
-4.47047	4.62698	-4.90975
-2.69288	-4.789	6.74493
4.08812	-4.43795	6.52531
2.39685	-5.0405	5.9113
-3.35849	-4.60135	-5.53115
-3.44595	-5.37773	5.59765
-3.24568	5.62469	-5.60733
3.07671	5.10023	4.93726
3.14393	4.11095	-5.38196
2.22596	-4.13033	5.55693
2.75483	5.69783	7.77538
3.18855	-3.9693	6.16262
1.69116	-3.51736	-8.01024
1.72267	-5.7857	5.56353
-3.98515	5.64674	3.25692
-3.53442	-5.2913	-7.29374
3.05648	3.05577	5.56235
3.10272	2.23595	-6.33484
0.3612	-2.79318	-4.19428
0.181286	3.34999	-6.57489
-2.63564	4.59217	5.43913
1.57614	-3.5275	-7.42907
-0.36129	4.41033	-7.18864
1.64806	-3.2243	-7.43122
-3.04522	-4.12473	-7.88065
-3.57004	-4.55372	6.42496
2.65427	3.78265	7.366
-0.209199	3.53694	-6.79444
0.209689	-4.05167	7.04796
-2.26666	-5.42402	-6.68263
-2.00764	-4.12202	7.34294
2.40747	-3.51661	8.15291
1.01343	3.43297	-7.99175
-2.31198	4.73461	-7.22559
3.50414	-4.49663	7.58818
-0.765141	-4.50767	-7.12525
-4.76419	3.86978	7.3124
2.71984	4.04408	-7.11223
1.98151	4.3715	8.07865
-3.52387	5.09617	7.15404
3.29983	4.59473	-7.15651
-1.45936	-3.76754	7.26626
-1.03588	-4.98253	6.44492
0.635276	-4.79469	6.9884
-1.63415	3.1637	6.41136
4.09513	-3.38801	5.47495
-1.55213	3.8673	7.09633
0.665188	3.70833	6.76114
-3.38784	-3.99196	6.32712
-1.84294	-3.44813	-7.39157
2.54656	-3.86868	-8.28363
3.72157	4.45192	-7.07207
3.56751	-4.44792	-6.24614
-1.58244	4.81351	6.74476
0.658944	3.12067	-7.20021
0.704608	4.25641	7.68489
-1.23223	-3.62522	-5.88985
2.78994	4.53062	-7.90476
-0.750089	3.11005	-6.39533
-1.46166	-8.0246	8.29507
-2.68482	-9.19562	-6.82442
2.85717	-3.43365	6.47447
-2.36063	-3.0248	5.7359
-4.3325	-1.41994	6.8885
3.12049	0.804686	-7.08545
-2.12729	-4.57662	7.16081
3.7126	-4.13342	7.2617
4.52855	4.62212	-7.20082
-5.09986	-3.82512	-7.23068
-4.75584	-2.12877	-7.4578
3.72146	3.85351	6.06788
-3.76798	3.5732	-7.10229
-6.07927	4.92644	-6.65416
-4.52481	-4.59507	5.38696
4.40258	-4.33518	6.22528
-3.71295	-5.23764	-7.23857
5.57652	2.08676	-7.06008
-7.36922	1.32003	6.64336
-5.0221	3.85857	5.88884
5.65524	-3.12314	5.80135
-4.10765	4.87933	6.99451
-4.82657	5.70564	-7.45589
4.78578	-4.76562	7.18989
7.73967	4.68266	-6.81324
-5.4127	-4.03878	7.14754
7.77267	-5.1444	8.19434
-7.23521	5.63534	6.42193
6.27313	-4.61312	-4.26838
-5.88906	-3.90943	-7.0499
-5.75618	4.39449	-6.86422
5.12572	4.72437	6.53861
5.81423	-4.72896	-7.23127
4.69407	-4.32454	7.47504
4.9775	-3.34323	-6.30539
-1.18436	-3.68323	7.55989
-1.39543	-4.0595	-5.58266
-4.18435	-4.72883	-7.67479
4.70266	-3.415	-7.12306
-4.60475	-3.78225	6.92146
5.50999	-5.00936	7.55178
-3.10545	-3.93344	5.48914
-4.80735	4.27835	-4.21334
-7.26477	-4.30462	7.14676
6.12355	4.33936	5.55594
-6.0396	4.48167	-6.78823
5.50517	-5.4946	-7.03698
-4.74588	-2.23412	1.97262
-6.70873	-3.68234	-7.34523
-6.58001	3.22101	6.38418
-4.81443	4.45916	6.72387
4.99828	-2.51799	7.01133
5.51801	4.79349	6.85357
-4.13749	-3.23796	-6.1251
-5.30428	4.24167	-6.75142
5.22008	-4.35113	7.35341
4.54637	2.78814	7.61819
5.67013	-2.8222	6.39665
-6.40494	2.4424	6.90187
-5.08391	3.86617	-6.80351
4.90716	-2.52241	-6.89934
4.90671	-2.43305	6.2428
4.92599	3.47975	-7.00378
-5.22859	-2.41561	-7.67429
-5.10622	-3.89879	6.59456
-4.91718	-4.71662	7.46245
-5.2915	-4.27758	7.20194
5.11955	-3.52652	6.95656
5.09615	-2.92088	6.85541
4.25414	-4.39523	-7.50268
5.20107	-5.02335	-6.62365
-5.6484	3.6261	7.15299
-2.83039	4.28832	7.73591
-4.48488	-4.15922	7.00101
-4.18737	3.46949	-6.91452
-6.47973	-4.12258	6.20474
-7.1926	-4.34007	6.86395
-7.02655	2.80343	6.71742
-6.48397	-4.3904	7.02957
4.19151	-5.12007	-5.63661
-2.995	3.24483	6.7709
3.4996	2.98839	-5.17875
3.857	-3.89795	5.22682
-5.57466	4.01095	6.64899
6.89068	3.90882	3.49521
4.93399	4.21568	4.99777
4.42655	-4.47133	6.58181
-3.35816	2.42165	6.55195
6.36499	1.67974	-4.04869
-7.2456	2.88121	6.73895
-4.1365	-5.79238	-2.71507
4.17698	8.11586	4.97496
-5.97263	2.21208	-6.04345
-5.09233	3.97986	-6.27769
-5.98799	2.54162	-5.00029
-5.25883	2.36241	4.70016
-2.76267	2.60644	5.11882
-5.09425	0.570875	4.99453
-5.7405	-1.43617	-4.82346
3.46898	-5.20471	-5.03671
7.13075	2.24362	-4.83153
4.73258	2.84771	5.76342
-4.31652	3.27672	5.67962
-6.93886	3.97617	-5.66369
6.06365	4.80402	-4.85719
-4.75631	-4.14536	5.66428
-3.78542	4.05442	5.36833
5.10489	4.00351	5.04348
6.88707	3.34516	4.76764
5.08542	4.34583	-4.63953
-6.51893	3.60151	-4.61191
5.01147	3.40505	-4.63963
-7.10128	3.77114	-5.74554
6.36269	3.48371	5.71002
5.02166	4.53529	-4.89797
-4.34175	-2.95694	-4.57903
5.93395	-4.66298	-4.87163
-6.71203	5.28393	-4.52791
6.55328	-4.89479	4.98494
6.77755	4.79174	4.90631
-7.78748	4.28655	-5.25111
-7.66216	5.35717	-4.66525
6.72662	4.39181	4.38243
-7.00658	-4.5768	-4.66033
-6.0466	-5.72718	-4.42604
-5.98512	-5.20019	4.73349
-6.10396	-5.04843	-4.93502
-6.40894	4.36143	-4.47683
-6.446	-6.18392	-3.58332
-6.1857	-4.1558	3.97256
6.16066	5.93139	4.59806
6.68048	6.05895	-1.84392
6.40313	-5.69929	4.53906
-6.17508	-5.3434	3.6599
-6.76805	-4.4139	3.3705
6.19331	4.23935	4.20535
6.08781	-4.30099	-3.83181
6.15694	-4.0904	4.06177
-7.17457	-4.80119	4.28503
6.88337	-4.22437	-5.13782
7.05678	-4.08048	4.23801
8.0519	3.14306	-3.7433
8.28036	-3.406	3.93159
-6.6288	-3.65352	-2.89538
6.59509	-3.47678	2.82491
7.83701	-4.59176	-1.66572
-6.97804	4.4868	-1.98686
7.95878	-4.181	-3.82172
7.11403	-3.09091	6.28123
6.80311	4.91269	3.632
6.9782	4.22543	-1.72941
-6.37531	3.78505	2.68451
6.63872	-4.05204	-4.21023
6.56538	-4.13087	2.37221
-7.05324	3.08504	3.82865
-7.30801	2.85804	6.99279
6.5155	-2.3521	-3.48044
6.84222	-2.64217	-3.39722
6.98326	-4.69875	4.27951
7.90604	3.52127	-2.04608
7.05574	2.99711	0.862208
7.31211	2.95384	-0.41707
-7.44666	-3.76781	7.24768
7.2192	-4.67696	-4.2976
6.71754	-3.60752	-4.57441
7.01222	4.15171	5.13274
-6.57011	3.95252	-2.76525
-6.48952	5.38333	-4.08515
-6.91969	1.42921	1.26879
7.62687	-4.7421	3.56822
-7.33637	-1.70955	-4.06312
7.02631	4.41386	3.10116
-6.52974	-3.0134	3.73683
-5.70113	3.11088	5.92051
-6.75251	3.49074	-3.79448
4.82257	-4.3071	3.71794
6.25645	3.32808	4.98957
6.71519	2.44444	-5.80486
-6.49681	2.47113	6.22924
-5.54078	2.60775	-3.91151
-5.59425	-4.28412	6.27359
-3.80002	3.88149	6.07676
-4.69005	4.96948	5.68133
-5.10789	-2.3148	-5.58147
6.27916	-4.74251	5.54268
6.16362	-3.22124	6.91301
4.13094	-4.82012	6.50555
5.12891	-3.12534	5.64616
-5.28269	4.65621	-6.4433
-3.51057	1.40699	6.93614
-2.89319	2.73236	4.17439
4.31434	2.91627	-3.26024
3.7999	-3.05865	6.83475
-6.30288	4.3812	-7.13381
4.93611	-2.21578	3.78148
-6.47985	-3.02144	5.96168
-3.0277	2.44815	6.43387
1.85673	4.51097	-5.30895
7.48416	-3.83164	-7.91825
-5.49475	-3.45404	-7.8835
4.60552	3.55218	-7.18682
-5.91096	-1.62194	-6.63814
-5.93363	0.72426	-7.00622
5.70132	-3.56915	-8.19992
5.75044	-4.17119	-5.03923
-5.73584	1.64448	6.90022
-6.07451	0.830307	-7.6097
-6.35846	3.15825	5.38378
5.45761	3.31164	5.93538
-5.59801	4.1661	-6.13766
4.88338	3.20163	6.84488
5.93396	-2.92779	-8.16581
0.0264406	2.15539	-6.11763
3.1074	2.84398	-7.33645
-3.79105	-4.70625	-6.35189
1.98205	3.73868	6.53076
-5.38492	-4.11158	-7.37414
-6.30825	3.02356	-8.09257
6.49715	3.97532	-6.9155
5.63284	3.954	-6.7677
-6.76698	3.29199	7.11425
-3.1165	-3.1637	8.44606
3.17221	4.60578	5.45473
-3.31523	-2.53576	-5.87146
-4.34926	4.24016	-7.05898
-0.103947	2.84589	6.91547
-0.268852	2.98149	-5.3574
-6.17814	-0.112635	-5.13907
-6.19627	-3.00399	-7.23528
-5.47975	-4.41786	-8.53525
5.11828	3.49035	5.91729
4.03177	3.17887	5.30544
4.00502	-4.14258	9.22025
-5.52692	4.134	4.90391
-5.68855	2.47837	5.01356
6.82016	4.50859	6.19134
7.20849	-3.93752	5.06377
-5.95619	3.48114	5.77838
-4.83991	3.82435	-5.60179
4.43698	-4.38582	4.0591
5.57397	-4.15292	-0.79088
-6.25135	-4.25465	-5.08482
7.27756	-4.24649	-6.61442
8.09505	4.17058	-8.11276
-6.30764	2.11507	-6.55748
-5.84911	-2.75183	5.04191
6.49504	3.90626	5.47434
-6.54479	-2.99376	-6.52486
6.70891	2.35561	-4.53344
-7.53722	-3.49314	4.57021
-7.02116	3.72518	6.74987
-6.80542	-5.19519	5.58682
7.04609	3.15316	5.47628
-7.07795	-0.0773849	6.37314
6.88015	-2.56473	4.2848
6.46088	4.53779	5.09863
-6.79477	-3.4049	-5.79276
6.97261	-1.76829	3.39439
-6.34915	-4.39026	3.67679
-5.66083	-3.58661	-2.8794
5.78887	-4.83884	3.87624
6.73367	-4.20747	4.93216
7.42722	2.05265	4.96417
-7.23517	7.34763	4.77638
5.46772	3.64958	4.51164
-5.59228	2.03664	4.77866
5.98942	-3.57933	-5.00426
5.64277	3.64054	3.87561
-6.65921	-3.82906	3.81733
6.18691	3.71518	-3.3561
5.89804	-2.59018	-3.78114
6.19252	-3.78146	3.77401
-6.45872	3.03175	4.58193
7.32102	3.09369	4.88646
-6.99389	-4.44521	4.49009
-6.98831	-4.56119	-4.30547
6.49505	-5.30836	-4.99495
-6.14627	-5.27072	5.5484
7.40983	-3.58442	-4.56788
-8.26853	-4.52874	4.61439
8.24353	4.32012	-4.69797
7.25172	4.39821	3.81518
-6.46831	-4.21896	3.96009
6.0374	-4.75268	4.37399
7.09776	-2.93681	5.2664
7.33561	4.14021	5.62111
-5.58254	-3.92644	-4.4811
6.12292	3.44998	5.81261
6.51291	-3.50516	6.30666
6.722	3.74911	6.99884
-6.94604	-2.87966	7.39656
6.69834	2.93107	7.42442
-6.50835	-3.64262	5.60564
4.58858	-4.10555	-6.84782
-6.67414	-3.95091	-6.31492
-5.30446	4.13898	4.85602
5.58126	5.01171	-5.40002
-5.57244	5.1838	4.93916
-6.05703	5.14237	-4.94934
-7.08624	-4.91962	-5.0999
8.10617	4.67681	-5.0527
-5.85339	5.29611	5.84978
5.34875	1.50839	-5.73848
-7.78752	-0.114138	5.0004
8.25198	4.07851	-4.82499
6.36123	-4.73594	-4.48291
6.28893	-4.58583	-4.83712
-6.43478	4.89375	-5.50689
-7.17125	6.03764	-4.95734
7.01292	-4.43842	5.09907
-7.43344	4.771	5.08725
-6.74	-5.09762	-9.3383
6.63436	-5.34693	-8.07369
7.1306	5.38947	-5.65214
-7.00191	-4.35317	2.51664
-7.07615	-4.76802	5.86599
-5.40421	4.1417	5.49215
-4.40811	-4.58867	-5.26338
6.1083	4.32329	-5.49116
6.63614	-4.07389	5.22134
-6.4886	4.82858	-5.16856
4.74598	-5.09322	-5.23426
5.78068	2.4395	5.28037
-7.18385	-4.88005	-5.31141
7.8935	-4.1835	-5.37237
5.60691	4.06963	-7.1735
-4.11778	4.32256	-3.51976
-5.73982	-4.69679	-3.56914
5.42857	-4.64264	-4.46947
-7.1688	5.99917	-4.37854
-7.06649	5.49057	4.32753
-6.96913	-4.40275	-4.03818
-7.18754	4.96413	3.00086
-7.04048	4.58546	-3.75355
-6.76875	4.65434	-2.81865
-5.53757	5.63291	-4.82214
-5.70878	-5.36668	-3.9339
-6.46928	-7.85177	-4.18861
6.84713	-5.54924	-4.14683
6.33768	-5.17074	3.56974
-5.01366	4.55236	4.4511
-6.63312	6.0772	-3.45173
4.72678	5.08912	4.05232
-0.880608	-4.44695	-4.2305
-5.64258	-3.5579	-3.5836
5.91644	-4.15397	-4.27876
-5.00395	-4.14864	-4.42391
-6.98751	-3.08922	3.61993
-5.20275	-5.1236	-7.52616
5.33741	3.44908	0.906229
-0.428588	4.09419	-0.393691
0.610821	3.0077	4.12778
4.50971	3.4657	-4.22372
5.08547	2.97537	4.43329
3.71957	-4.84257	2.8272
5.79403	-4.1775	8.36634
6.16837	-4.14449	-8.3128
6.15421	4.27797	8.1161
-3.45592	3.88047	4.72113
3.30439	-5.09439	-2.71434
-3.33541	-4.35381	-5.4691
2.84887	4.35747	-3.96898
4.93697	5.03292	3.99046
5.12861	5.12969	8.30433
-3.63549	5.22922	5.77334
5.85594	-5.2808	-5.41377
-6.20005	4.72668	-5.59685
-5.75925	-4.81432	-5.99306
-6.99597	5.1911	6.1291
-2.56306	-4.82619	5.18204
-4.28008	5.05406	-6.7764
-5.7606	3.95899	5.07524
-2.84827	4.11773	8.28295
3.76124	4.75157	-6.87837
6.23315	-5.9494	-4.43444
5.7134	-3.02259	6.73942
6.37913	7.98732	-5.84467
5.74017	-5.95925	5.24499
-5.27165	-5.99435	5.79902
-5.11277	-6.89261	5.02654
4.78383	-6.82728	-6.11924
3.70379	-4.40349	5.28573
3.24367	6.91002	6.22242
-7.10862	-5.78579	-5.27917
-6.38967	4.52538	5.28472
6.52939	6.66847	-5.46468
5.44562	7.85381	-6.92679
6.1769	-6.55103	-4.85849
4.88804	6.86333	6.25816
5.02874	7.78396	-5.34652
-4.39731	-4.78933	-4.89372
-3.47147	-7.94883	-6.92928
-2.90534	6.2066	-5.39033
-3.90791	6.68049	6.13894
4.00823	-6.4638	-5.16735
6.15806	-6.58816	6.01157
-4.48596	-6.24784	-5.42452
-6.9828	-4.71598	5.34477
-5.9071	4.86673	-5.17508
-5.65587	5.76375	-3.7946
-7.0216	6.52029	-8.18119
-6.29766	4.06397	-6.90605
5.29827	4.07165	-7.50899
4.51498	-5.91181	8.0436
-2.77243	7.71658	7.46678
6.69154	-5.54254	6.59724
-6.0929	-4.41702	-5.87592
5.89213	3.87823	-6.88563
5.44836	4.34026	7.68362
6.31992	-6.28441	7.27388
5.21451	-6.10026	7.12111
-5.45814	-6.60858	5.96706
-8.01632	-4.62658	6.40397
4.21463	4.82168	5.83393
-6.44356	4.56473	-6.62934
-3.95507	8.18842	-5.90309
-3.97572	6.75671	-7.35239
-6.01519	-6.85382	-6.40002
-6.92955	-6.55547	-7.39022
-3.99634	-6.38353	7.87226
7.24492	6.37599	7.05903
-7.00187	6.60109	6.75683
-6.36518	5.73553	7.8305
6.27562	3.90417	7.48918
4.49568	-3.5664	-7.96537
-3.92911	-6.66269	7.0374
3.006	-7.07587	-7.92241
6.0668	-6.05615	7.43958
8.07548	-3.18979	6.95152
-4.99725	4.62197	6.87518
5.7013	-5.1716	-8.25648
4.68018	3.52686	-6.89567
4.03143	-6.6099	6.10151
5.94311	6.10743	7.61688
5.53266	-6.14178	-7.2038
-2.97307	6.9154	6.23155
2.78846	-5.39194	7.45103
-4.16728	-7.98921	-7.57842
6.47677	8.18242	-7.41062
6.25747	-6.99213	-7.06385
6.68525	-6.97147	7.12885
6.63667	-7.04448	5.48304
-2.15767	6.28202	6.95635
-2.32409	-5.94904	6.34138
-5.51245	5.59064	5.65991
-6.31696	3.8376	6.83431
4.13724	-3.7774	7.38485
-3.27526	-5.83938	-7.36122
-6.63704	6.33864	-8.20526
-5.88982	-6.44633	8.40773
2.99643	-4.36873	-8.54501
3.47625	5.46629	-6.90679
-3.3016	5.00092	8.49797
3.49809	4.78001	-7.95038
-5.03306	6.21075	-7.62363
4.04581	1.79966	-7.64015
-3.75711	-4.70535	-7.54213
-4.99842	-2.683	-7.72324
-3.18863	4.91832	8.05445
3.96659	-5.01369	8.29239
-5.88124	-5.31717	7.80421
-5.74347	-5.81426	8.53754
4.03472	8.3474	6.88474
-3.69724	-6.49563	-7.08559
6.22227	7.15975	-7.60415
6.53014	-7.21212	7.69599
-5.55087	-6.10483	-7.27065
6.15319	-5.92414	7.76155
-5.21373	7.52843	7.63699
-5.42624	-6.87827	7.22618
4.7228	7.06195	7.64747
-4.80739	-7.56432	-7.45954
